possessor,possessed,gender,tier,is_dialogue,example
his,character,male,pronoun,False,"They could not be untouched by his politeness; and had they drawn his character from their own feelings and his servant’s report, without any referenc"
his,servant,male,pronoun,False,"They could not be untouched by his politeness; and had they drawn his character from their own feelings and his servant’s report, without any referenc"
his,concern,male,pronoun,False,"With respect to Wickham, the travellers soon found that he was not held there in much estimation; for though the chief of his concerns with the son of"
his,patron,male,pronoun,False,"With respect to Wickham, the travellers soon found that he was not held there in much estimation; for though the chief of his concerns with the son of"
her,thought,female,pronoun,False,"As for Elizabeth, her thoughts were at Pemberley this evening more than the last; and the evening, though as it passed it seemed long, was not long en"
her,feeling,female,pronoun,False,"As for Elizabeth, her thoughts were at Pemberley this evening more than the last; and the evening, though as it passed it seemed long, was not long en"
his,quality,male,pronoun,False,"The respect created by the conviction of his valuable qualities, though at first unwillingly admitted, had for some time ceased to be repugnant to her"
her,feeling,female,pronoun,False,"The respect created by the conviction of his valuable qualities, though at first unwillingly admitted, had for some time ceased to be repugnant to her"
his,favour,male,pronoun,False,"The respect created by the conviction of his valuable qualities, though at first unwillingly admitted, had for some time ceased to be repugnant to her"
his,disposition,male,pronoun,False,"The respect created by the conviction of his valuable qualities, though at first unwillingly admitted, had for some time ceased to be repugnant to her"
her,manner,female,pronoun,False,"It was gratitude;--gratitude, not merely for having once loved her, but for loving her still well enough to forgive all the petulance and acrimony of "
her,rejection,female,pronoun,False,"It was gratitude;--gratitude, not merely for having once loved her, but for loving her still well enough to forgive all the petulance and acrimony of "
his,enemy,male,pronoun,False,"He who, she had been persuaded, would avoid her as his greatest enemy, seemed, on this accidental meeting, most eager to preserve the acquaintance; an"
her,friend,female,pronoun,False,"He who, she had been persuaded, would avoid her as his greatest enemy, seemed, on this accidental meeting, most eager to preserve the acquaintance; an"
his,sister,male,pronoun,False,"He who, she had been persuaded, would avoid her as his greatest enemy, seemed, on this accidental meeting, most eager to preserve the acquaintance; an"
his,welfare,male,pronoun,False,"She respected, she esteemed, she was grateful to him, she felt a real interest in his welfare; and she only wanted to know how far she wished that wel"
her,fancy,female,pronoun,False,"She respected, she esteemed, she was grateful to him, she felt a real interest in his welfare; and she only wanted to know how far she wished that wel"
his,address,male,pronoun,False,"She respected, she esteemed, she was grateful to him, she felt a real interest in his welfare; and she only wanted to know how far she wished that wel"
her,arrival,female,pronoun,False,"It had been settled in the evening, between the aunt and niece, that such a striking civility as Miss Darcy’s, in coming to them on the very day of he"
bingley,dislike,female,name,False,"Convinced as Elizabeth now was that Miss Bingley’s dislike of her had originated in jealousy, she could not help feeling how very unwelcome her appear"
her,appearance,female,pronoun,False,"Convinced as Elizabeth now was that Miss Bingley’s dislike of her had originated in jealousy, she could not help feeling how very unwelcome her appear"
lady,side,female,role_noun,False,"Convinced as Elizabeth now was that Miss Bingley’s dislike of her had originated in jealousy, she could not help feeling how very unwelcome her appear"
georgiana,reception,female,name,False,"Georgiana’s reception of them was very civil, but attended with all that embarrassment which, though proceeding from shyness and the fear of doing wro"
her,niece,female,pronoun,False,"Mrs. Gardiner and her niece, however, did her justice, and pitied her."
her,thought,female,pronoun,False,"This observation would not have prevented her from trying to talk to the latter, had they not been seated at an inconvenient distance; but she was not"
bingley,voice,female,name,False,"After sitting in this manner a quarter of an hour, without hearing Miss Bingley’s voice, Elizabeth was roused by receiving from her a cold inquiry aft"
her,family,female,pronoun,False,"After sitting in this manner a quarter of an hour, without hearing Miss Bingley’s voice, Elizabeth was roused by receiving from her a cold inquiry aft"
her,post,female,pronoun,False,"The next variation which their visit afforded was produced by the entrance of servants with cold meat, cake, and a variety of all the finest fruits in"
her,wish,female,pronoun,False,"While thus engaged, Elizabeth had a fair opportunity of deciding whether she most feared or wished for the appearance of Mr. Darcy, by the feelings wh"
his,behaviour,male,pronoun,False,"No sooner did he appear, than Elizabeth wisely resolved to be perfectly easy and unembarrassed;--a resolution the more necessary to be made, but perha"
her,face,female,pronoun,False,"In no countenance was attentive curiosity so strongly marked as in Miss Bingley’s, in spite of the smiles which overspread her face whenever she spoke"
